dist_km,elev_m,slope_pct,headwind_ms
9.2,12.78528515,-0.10353553258615307,0.0
9.3,16.10659212,-0.12899706180586756,0.0
9.4,21.34486383,-0.13373626928780458,0.0
9.5,27.79089884,-0.13530347409083562,0.0
9.6,31.40237973,-0.16093095499680887,0.0
9.7,33.26550114,-0.17245435253894073,0.0
9.8,35.96053961,-0.18222464617121809,0.0
9.9,37.51745262,-0.16902187382151798,0.0
10.0,37.02603388,-0.09036012842091878,0.0
10.1,36.8346953,0.034732923738935995,0.0
10.2,34.79692131,0.16219468702677206,0.0
10.3,34.02774705,0.23402709594166188,0.0
10.4,33.38072801,0.26128072796093005,0.0
10.5,31.01266971,0.266927392528153,0.0
10.6,26.86598099,0.24150562010506038,0.0
10.7,20.40779711,0.16414334695383417,0.0
10.8,16.3858512,0.09247529888762457,0.0
10.9,13.45102,0.06754185710042632,0.0
11.0,13.3560108,0.018204384774509207,0.0
11.1,13.63247903,-0.042271985477184165,0.0
11.2,12.75825626,-0.086711236786185,0.0
11.3,13.32329142,-0.13651534817258063,0.0
11.4,14.80284893,-0.18148326009030247,0.0
11.5,16.27207798,-0.22408986281466953,0.0
11.6,16.85105904,-0.2414979321690808,0.0
11.7,17.88217406,-0.24501442767302992,0.0
11.8,23.41669274,-0.2590737372814077,0.0
11.9,24.50585065,-0.2690919951535911,0.0
12.0,19.54520257,-0.2323045934337941,0.0
12.1,18.51780451,-0.18704285105746551,0.0
12.2,18.89692719,-0.14751114403526344,0.0
12.3,19.22346398,-0.12494415958631326,0.0
12.4,18.29717569,-0.2069732900673964,0.0
12.5,19.16384803,-0.335909041271664,0.0
12.6,20.41120588,-0.43426445215129805,0.0
12.7,20.79667099,-0.5347426526616602,0.0
12.8,21.69915306,-0.6077277558641432,0.0
12.9,22.97952173,-0.6336967997432468,0.0
13.0,24.78580266,-0.6349275638063219,0.0
13.1,27.3476979,-0.586436877172433,0.0
13.2,30.04573354,-0.4786211594803973,0.0
13.3,27.64435416,-0.38719466122250945,0.0
